origem,destino,tipo,peso_sugerido,numero_issue
yonaskolb,brentleyjones,pr,2,823
acecilia,soffes,pr,2,822
yonaskolb,soffes,pr,2,822
yonaskolb,soffes,pr,2,822
yonaskolb,soffes,pr,2,822
acecilia,soffes,pr,2,822
yonaskolb,TheCoordinator,issue,2,821
yonaskolb,acecilia,pr,2,820
brentleyjones,acecilia,pr,2,820
brentleyjones,acecilia,pr,2,820
yonaskolb,ElfSundae,pr,2,818
yonaskolb,evandcoleman,issue,2,816
yonaskolb,evandcoleman,issue,2,816
jsorge,toshi0383,issue,2,813
yonaskolb,toshi0383,issue,2,813
acecilia,toshi0383,issue,2,813
yonaskolb,toshi0383,issue,2,813
acecilia,toshi0383,issue,2,813
acecilia,toshi0383,issue,2,813
yonaskolb,soffes,issue,2,811
keith,soffes,issue,2,811
yonaskolb,freddi-kit,pr,2,808
yonaskolb,michaeleisel,pr,2,803
brentleyjones,michaeleisel,pr,2,803
brentleyjones,michaeleisel,pr,2,803
brentleyjones,mohammdsss1,issue,2,800
brentleyjones,mohammdsss1,issue,2,800
brentleyjones,mohammdsss1,issue,2,800
brentleyjones,mohammdsss1,issue,2,800
brentleyjones,ionutivan,pr,2,799
tschob,daltonclaybrook,pr,2,798
yonaskolb,freddi-kit,pr,2,796
yonaskolb,freddi-kit,pr,2,796
mkkroliks,freddi-kit,pr,2,796
ghost,freddi-kit,pr,2,796
yonaskolb,freddi-kit,pr,2,796
yonaskolb,angelmic,issue,2,795
myihsan,sleepygarden,issue,2,794
brentleyjones,ken0nek,pr,2,793
0x6A75616E,ken0nek,pr,2,793
yonaskolb,ken0nek,pr,2,793
brentleyjones,ken0nek,pr,2,792
yonaskolb,myihsan,issue,2,789
bryansum,myihsan,issue,2,789
bryansum,myihsan,issue,2,789
bryansum,myihsan,issue,2,789
yonaskolb,myihsan,issue,2,789
JesusMartinAlonso,alexruperez,pr,2,788
brentleyjones,alexruperez,pr,2,788
ghost,alexruperez,pr,2,788
yonaskolb,alexruperez,pr,2,788
yonaskolb,alexruperez,pr,2,788
kateinoigakukun,ken0nek,pr,2,787
yonaskolb,ken0nek,pr,2,787
yonaskolb,ken0nek,pr,2,787
yonaskolb,nvapp360,issue,2,786
yonaskolb,nvapp360,issue,2,786
liamnichols,kornerr,issue,2,781
liamnichols,kornerr,issue,2,781
yonaskolb,mbuchetics,issue,2,770
yonaskolb,mbuchetics,issue,2,770
francesca64,kkoudev,issue,2,769
yonaskolb,TheCoordinator,issue,2,766
brentleyjones,Lutzifer,pr,2,765
jcolicchio,nvapp360,issue,2,764
yonaskolb,nvapp360,issue,2,764
jcolicchio,nvapp360,issue,2,764
yonaskolb,mrtsamma,issue,2,761
yonaskolb,mrtsamma,issue,2,761
Cretus-iosDev,toshi0383,issue,2,760
giginet,yonaskolb,pr,2,759
brentleyjones,kornerr,issue,2,757
yonaskolb,john-flanagan,pr,2,752
yonaskolb,PycKamil,pr,2,751
yonaskolb,sipao,issue,2,750
yonaskolb,Christian-Seiler,pr,2,747
yonaskolb,Christian-Seiler,issue,2,746
yonaskolb,Christian-Seiler,issue,2,746
yonaskolb,ikesyo,pr,2,744
toshi0383,touyu,issue,2,741
yonaskolb,kateinoigakukun,pr,2,740
yonaskolb,namolnad,pr,2,739
yonaskolb,namolnad,pr,2,739
toshi0383,yukkobay,pr,2,737
toshi0383,yukkobay,pr,2,737
yonaskolb,yukkobay,pr,2,737
yonaskolb,yukkobay,pr,2,737
yonaskolb,nickromano,issue,2,736
yonaskolb,nickromano,issue,2,736
daltonclaybrook,nickromano,issue,2,736
yonaskolb,antonkliukin,issue,2,732
yonaskolb,antonkliukin,issue,2,732
yonaskolb,brandtdaniels,issue,2,730
yonaskolb,brandtdaniels,issue,2,730
yonaskolb,PycKamil,issue,2,729
yonaskolb,PycKamil,issue,2,729
yonaskolb,PycKamil,issue,2,729
kateinoigakukun,PycKamil,issue,2,729
yonaskolb,FranzBusch,pr,2,728
brentleyjones,tid-kijyun,pr,2,726
brentleyjones,tid-kijyun,pr,2,726
brentleyjones,ken0nek,pr,2,725
yonaskolb,kateinoigakukun,pr,2,723
yonaskolb,raptorxcz,issue,2,722
basvankuijck,raptorxcz,issue,2,722
brentleyjones,raptorxcz,issue,2,722
yonaskolb,jsorge,issue,2,721
AV8R-,jsorge,issue,2,721
WilliamIzzo83,jsorge,issue,2,721
freddi-kit,jsorge,issue,2,721
WilliamIzzo83,jsorge,issue,2,721
freddi-kit,jsorge,issue,2,721
ThePredators,jsorge,issue,2,721
fnc12,jsorge,issue,2,721
ThePredators,jsorge,issue,2,721
fnc12,jsorge,issue,2,721
ThePredators,jsorge,issue,2,721
keith,giginet,pr,2,720
kikettas,giginet,pr,2,720
yonaskolb,giginet,pr,2,720
yonaskolb,RomanPodymov,pr,2,719
min,yonaskolb,pr,2,716
armintelker,yonaskolb,pr,2,716
soffes,yonaskolb,pr,2,716
pinda,yonaskolb,pr,2,716
omares,yonaskolb,pr,2,716
omares,yonaskolb,pr,2,716
omares,yonaskolb,pr,2,716
popwarfour,yonaskolb,pr,2,716
Almaz5200,yonaskolb,pr,2,716
SentoCrespo,yonaskolb,pr,2,716
DmitryShapovalov,yonaskolb,pr,2,716
SentoCrespo,yonaskolb,pr,2,716
SarannyaSalim,yonaskolb,pr,2,716
rublagar,yonaskolb,pr,2,716
hakkurishian,yonaskolb,pr,2,716
brentleyjones,JonasVautherin,issue,2,708
brentleyjones,JonasVautherin,issue,2,708
brentleyjones,JonasVautherin,issue,2,708
hartbit,JonasVautherin,issue,2,708
yonaskolb,JonasVautherin,issue,2,708
hartbit,JonasVautherin,issue,2,708
yonaskolb,JonasVautherin,issue,2,708
yonaskolb,JonasVautherin,issue,2,708
yonaskolb,JonasVautherin,issue,2,708
brentleyjones,rcari,pr,2,707
brentleyjones,rcari,pr,2,707
yonaskolb,rcari,pr,2,707
brentleyjones,rcari,pr,2,706
brentleyjones,wag-miles,pr,2,705
brentleyjones,wag-miles,pr,2,705
brentleyjones,wag-miles,pr,2,705
brentleyjones,rcari,pr,2,704
brentleyjones,rcari,pr,2,704
brentleyjones,rcari,pr,2,704
brentleyjones,rcari,pr,2,704
brentleyjones,rcari,pr,2,704
brentleyjones,rcari,pr,2,704
brentleyjones,rcari,pr,2,703
brentleyjones,rcari,pr,2,703
brentleyjones,rcari,pr,2,703
giginet,kaannesinn,issue,2,702
giginet,kaannesinn,issue,2,702
giginet,kaannesinn,issue,2,702
yonaskolb,kaannesinn,issue,2,702
yonaskolb,kaannesinn,issue,2,702
liamnichols,evandcoleman,pr,2,701
yonaskolb,evandcoleman,pr,2,701
acecilia,evandcoleman,pr,2,701
acecilia,evandcoleman,pr,2,701
mathieutozer,evandcoleman,pr,2,701
yonaskolb,evandcoleman,pr,2,701
mobileben,evandcoleman,pr,2,701
RayCyder,evandcoleman,pr,2,701
RayCyder,evandcoleman,pr,2,701
yonaskolb,kateinoigakukun,pr,2,700
yonaskolb,brandtdaniels,issue,2,699
86,brandtdaniels,issue,2,699
kateinoigakukun,brandtdaniels,issue,2,699
zenangst,brandtdaniels,issue,2,699
AlexLittlejohn,brandtdaniels,issue,2,699
yonaskolb,brandtdaniels,issue,2,699
gabriellanata,brandtdaniels,issue,2,699
BalintZoo,mjarvis,pr,2,696
mjarvis,mtancock,issue,2,695
mjarvis,mtancock,issue,2,695
mjarvis,mtancock,issue,2,695
yonaskolb,bryansum,pr,2,694
raptorxcz,bryansum,pr,2,694
yonaskolb,bryansum,pr,2,694
yonaskolb,myihsan,pr,2,693
yonaskolb,myihsan,pr,2,693
yonaskolb,myihsan,pr,2,693
SebastianThiebaud,myihsan,pr,2,693
SebastianThiebaud,myihsan,pr,2,693
SebastianThiebaud,myihsan,pr,2,693
SebastianThiebaud,myihsan,pr,2,693
teameh,myihsan,pr,2,693
yonaskolb,myihsan,pr,2,693
teameh,myihsan,pr,2,693
teameh,myihsan,pr,2,693
yonaskolb,myihsan,pr,2,693
alexruperez,myihsan,pr,2,693
yonaskolb,giginet,pr,2,688
brentleyjones,giginet,pr,2,688
yonaskolb,giginet,pr,2,686
bryansum,yonaskolb,pr,2,685
bryansum,yonaskolb,pr,2,685
bryansum,yonaskolb,pr,2,685
bryansum,yonaskolb,pr,2,685
bartzet,keremgund,issue,2,684
yonaskolb,keremgund,issue,2,684
ramharshvardhan,keremgund,issue,2,684
yonaskolb,keremgund,issue,2,684
yonaskolb,ryohey,pr,2,682
yonaskolb,ryohey,pr,2,682
toshi0383,ryohey,pr,2,682
yonaskolb,ryohey,pr,2,682
yonaskolb,ryohey,pr,2,682
yonaskolb,giginet,pr,2,681
bclymer,haemi,issue,2,680
yonaskolb,haemi,issue,2,680
lukewakeford,haemi,issue,2,680
yonaskolb,nivanchikov,pr,2,679
yonaskolb,mtancock,issue,2,678
piellarda,bonkey,issue,2,674
nivanchikov,bonkey,issue,2,674
yonaskolb,giginet,pr,2,673
philippelatulippe,giginet,pr,2,673
yonaskolb,ChristopherRogers,pr,2,671
keith,Qusic,pr,2,670
yonaskolb,Qusic,pr,2,669
yonaskolb,YasserAlShafei,issue,2,668
yonaskolb,YasserAlShafei,issue,2,668
yonaskolb,brandtdaniels,issue,2,662
kylebrowning,brandtdaniels,issue,2,662
bclymer,brandtdaniels,issue,2,660
yonaskolb,brandtdaniels,issue,2,660
bclymer,vlozko,issue,2,659
bclymer,vlozko,issue,2,659
bclymer,kateinoigakukun,pr,2,658
bclymer,kateinoigakukun,pr,2,658
yonaskolb,kateinoigakukun,pr,2,658
yonaskolb,kateinoigakukun,pr,2,657
brandtdaniels,kateinoigakukun,pr,2,656
yonaskolb,kateinoigakukun,pr,2,656
yonaskolb,kateinoigakukun,pr,2,655
yonaskolb,mkkroliks,issue,2,653
brandtdaniels,kornerr,issue,2,652
yonaskolb,kateinoigakukun,pr,2,651
yonaskolb,kateinoigakukun,pr,2,650
yonaskolb,brandtdaniels,issue,2,649
4brunu,brandtdaniels,issue,2,649
yonaskolb,brandtdaniels,issue,2,649
toshi0383,brandtdaniels,issue,2,649
NSURLSession0,brandtdaniels,issue,2,649
descorp,brandtdaniels,issue,2,647
yonaskolb,dmhts,issue,2,645
yonaskolb,nevillco,issue,2,643
bclymer,nevillco,issue,2,643
bclymer,nevillco,issue,2,643
yonaskolb,brandtdaniels,issue,2,639
yonaskolb,brandtdaniels,issue,2,638
yonaskolb,brandtdaniels,issue,2,637
brentleyjones,bclymer,pr,2,636
acecilia,bclymer,pr,2,636
yonaskolb,bclymer,pr,2,636
acecilia,bclymer,pr,2,636
brentleyjones,kateinoigakukun,pr,2,635
brentleyjones,kateinoigakukun,pr,2,635
brentleyjones,yosshi4486,pr,2,634
bclymer,PaulTaykalo,issue,2,631
yonaskolb,PaulTaykalo,issue,2,631
PycKamil,benrudhart,issue,2,630
yonaskolb,PeqNP,issue,2,629
yonaskolb,keith,pr,2,627
mmmilo,yonaskolb,pr,2,624
brentleyjones,yonaskolb,pr,2,624
kdubb,yonaskolb,pr,2,624
mbuchetics,yonaskolb,pr,2,624
mbuchetics,yonaskolb,pr,2,624
brentleyjones,yonaskolb,pr,2,624
yonaskolb,wqz-leo,pr,2,622
GabrielMassana,TheInkedEngineer,issue,2,618
yonaskolb,TheInkedEngineer,issue,2,618
yonaskolb,TheInkedEngineer,issue,2,618
yonaskolb,toshi0383,pr,2,617
yonaskolb,toshi0383,pr,2,617
TomasLinhart,bsmith11,pr,2,616
TomasLinhart,bsmith11,pr,2,616
yonaskolb,bsmith11,pr,2,616
yonaskolb,bsmith11,pr,2,616
yonaskolb,bsmith11,pr,2,616
yonaskolb,bsmith11,pr,2,616
yonaskolb,bsmith11,pr,2,616
simonpierreroy,bsmith11,pr,2,616
yonaskolb,bsmith11,pr,2,616
simonpierreroy,bsmith11,pr,2,616
d-date,PeqNP,issue,2,615
farshadtx,PeqNP,issue,2,615
Noegon,PeqNP,issue,2,615
iam-bartl,cremnet,issue,2,614
giginet,cremnet,issue,2,614
iam-bartl,cremnet,issue,2,614
kikettas,cremnet,issue,2,614
giginet,cremnet,issue,2,614
kaannesinn,cremnet,issue,2,614
brentleyjones,Beniamiiin,pr,2,613
brentleyjones,Beniamiiin,pr,2,613
brentleyjones,Beniamiiin,pr,2,613
brentleyjones,Beniamiiin,pr,2,613
brentleyjones,Beniamiiin,pr,2,613
brentleyjones,Beniamiiin,pr,2,613
mthole,Beniamiiin,pr,2,613
yonaskolb,sroebert,pr,2,611
BalestraPatrick,sroebert,pr,2,611
yonaskolb,sroebert,pr,2,611
yonaskolb,elland,issue,2,608
jsorge,elland,issue,2,608
yonaskolb,elland,issue,2,608
jsorge,elland,issue,2,608
Noegon,elland,issue,2,608
jsorge,elland,issue,2,608
Timidercrayon55,elland,issue,2,608
Timidercrayon55,elland,issue,2,608
sroebert,rcari,pr,2,607
sroebert,rcari,pr,2,607
sroebert,rcari,pr,2,607
yonaskolb,ethanjdiamond,issue,2,606
kdubb,ethanjdiamond,issue,2,606
AlexisQapa,ethanjdiamond,issue,2,606
bonkey,ethanjdiamond,issue,2,606
rvanmelle,ethanjdiamond,issue,2,606
zdnk,ethanjdiamond,issue,2,606
rvanmelle,ethanjdiamond,issue,2,606
yonaskolb,ethanjdiamond,issue,2,606
yonaskolb,ethanjdiamond,issue,2,606
smeshko,ethanjdiamond,issue,2,606
yonaskolb,ethanjdiamond,issue,2,606
yonaskolb,wag-miles,pr,2,601
bartzet,wag-miles,pr,2,601
yonaskolb,wag-miles,pr,2,601
bartzet,wag-miles,pr,2,601
yonaskolb,haritowa,pr,2,599
yonaskolb,haritowa,pr,2,599
nivanchikov,haritowa,pr,2,599
yonaskolb,thii,pr,2,597
yonaskolb,muehlemann,issue,2,596
yonaskolb,leogdion,issue,2,595
yonaskolb,leogdion,issue,2,595
yonaskolb,leogdion,issue,2,595
yonaskolb,leogdion,issue,2,595
yonaskolb,leogdion,issue,2,595
yonaskolb,leogdion,issue,2,595
yonaskolb,leogdion,issue,2,595
tbaranes,leogdion,issue,2,595
yonaskolb,thii,issue,2,593
yonaskolb,AlexisQapa,issue,2,591
tomquist,mkuliszkiewicz,issue,2,589
edulpn,mkuliszkiewicz,issue,2,589
edulpn,mkuliszkiewicz,issue,2,589
brentleyjones,mkuliszkiewicz,issue,2,589
edulpn,mkuliszkiewicz,issue,2,589
brentleyjones,mkuliszkiewicz,issue,2,589
edulpn,mkuliszkiewicz,issue,2,589
jcolicchio,mkuliszkiewicz,issue,2,589
yonaskolb,mkuliszkiewicz,issue,2,589
tomquist,marcelofabri,issue,2,587
FilipeJrd,smalllixin,issue,2,586
yonaskolb,dpfannenstiel,issue,2,584
yonaskolb,dpfannenstiel,issue,2,584
yonaskolb,min,pr,2,583
yonaskolb,andraskadar,pr,2,582
yonaskolb,andraskadar,pr,2,582
thii,andraskadar,pr,2,582
yonaskolb,andraskadar,pr,2,582
yonaskolb,acecilia,pr,2,581
pvinis,kevin00223,issue,2,579
pvinis,kevin00223,issue,2,579
pvinis,kevin00223,issue,2,579
pvinis,kevin00223,issue,2,579
yonaskolb,kevin00223,issue,2,579
yonaskolb,nivanchikov,pr,2,577
yonaskolb,nivanchikov,pr,2,577
haritowa,nivanchikov,pr,2,577
yonaskolb,nivanchikov,pr,2,577
yonaskolb,peter-tomaselli,issue,2,576
gomsu,peter-tomaselli,issue,2,576
brentleyjones,peter-tomaselli,issue,2,576
vlozko,peter-tomaselli,issue,2,576
brentleyjones,peter-tomaselli,issue,2,576
yonaskolb,peter-tomaselli,issue,2,576
yonaskolb,peter-tomaselli,issue,2,576
yonaskolb,haritowa,issue,2,574
nivanchikov,haritowa,issue,2,574
dpfannenstiel,carterbitrix,issue,2,570
brennanMKE,carterbitrix,issue,2,570
brennanMKE,carterbitrix,issue,2,570
toshi0383,carterbitrix,issue,2,570
yonaskolb,carterbitrix,issue,2,570
brennanMKE,carterbitrix,issue,2,570
yonaskolb,drkibitz,issue,2,568
yonaskolb,wacumov,issue,2,565
yonaskolb,wag-miles,pr,2,564
yonaskolb,wag-miles,pr,2,564
yonaskolb,wag-miles,pr,2,564
yonaskolb,wag-miles,pr,2,564
yonaskolb,keehun,issue,2,563
yonaskolb,raptorxcz,pr,2,562
yonaskolb,raptorxcz,pr,2,562
yonaskolb,raptorxcz,pr,2,562
yonaskolb,igorkulman,issue,2,560
yonaskolb,igorkulman,issue,2,560
nickplee,igorkulman,issue,2,560
yonaskolb,igorkulman,issue,2,560
nickplee,igorkulman,issue,2,560
yonaskolb,igorkulman,issue,2,560
yonaskolb,KhaosT,pr,2,558
ra1028,yonaskolb,pr,2,557
yonaskolb,tony1224,issue,2,556
yonaskolb,tony1224,issue,2,556
ryohey,yonaskolb,pr,2,555
yonaskolb,igorkulman,issue,2,554
yonaskolb,igorkulman,issue,2,554
piellarda,igorkulman,issue,2,554
yonaskolb,igorkulman,issue,2,554
piellarda,igorkulman,issue,2,554
AndrewBennet,DanielReyesDev,issue,2,551
yonaskolb,DanielReyesDev,issue,2,551
yonaskolb,DanielReyesDev,issue,2,551
yonaskolb,sroebert,pr,2,550
yonaskolb,KyoheiG3,pr,2,547
ra1028,KyoheiG3,pr,2,547
AlexisQapa,KyoheiG3,pr,2,547
yonaskolb,KyoheiG3,pr,2,547
yonaskolb,KyoheiG3,issue,2,546
yonaskolb,KyoheiG3,issue,2,546
ra1028,KyoheiG3,issue,2,546
ra1028,KyoheiG3,issue,2,546
yonaskolb,KyoheiG3,issue,2,546
giginet,KyoheiG3,issue,2,546
giginet,KyoheiG3,issue,2,546
ra1028,KyoheiG3,issue,2,546
yonaskolb,KyoheiG3,issue,2,546
yonaskolb,KyoheiG3,issue,2,546
yonaskolb,ryohey,pr,2,545
yonaskolb,VictorUrielP,issue,2,540
yonaskolb,gunterhager,issue,2,539
yonaskolb,gunterhager,issue,2,539
yonaskolb,gunterhager,issue,2,539
yonaskolb,gunterhager,issue,2,539
yonaskolb,johndpope,issue,2,538
yonaskolb,tomquist,pr,2,534
AlexisQapa,tomquist,pr,2,533
AlexisQapa,tomquist,pr,2,533
yonaskolb,tomquist,pr,2,533
yonaskolb,tomquist,pr,2,533
brentleyjones,dimatosaurus,pr,2,532
yonaskolb,dimatosaurus,pr,2,532
yonaskolb,dimatosaurus,pr,2,532
yonaskolb,friederbluemle,pr,2,531
yonaskolb,macbellingrath,pr,2,530
yonaskolb,haritowa,pr,2,529
yonaskolb,haritowa,pr,2,529
yonaskolb,squarefrog,issue,2,528
yonaskolb,squarefrog,issue,2,528
fabio914,kgellci,issue,2,526
fabio914,kgellci,issue,2,526
fabio914,kgellci,issue,2,526
yonaskolb,kgellci,issue,2,526
yonaskolb,kgellci,issue,2,526
yonaskolb,nzhuk,issue,2,525
sroebert,nzhuk,issue,2,525
alejandro-isaza,nzhuk,issue,2,525
yonaskolb,nzhuk,issue,2,525
yonaskolb,nzhuk,issue,2,525
yonaskolb,RomanPodymov,issue,2,523
yonaskolb,RomanPodymov,issue,2,523
yonaskolb,nzhuk,issue,2,522
alejandro-isaza,nzhuk,issue,2,522
yonaskolb,nzhuk,issue,2,522
yonaskolb,nzhuk,issue,2,522
yonaskolb,haritowa,issue,2,521
yonaskolb,nzhuk,issue,2,519
yonaskolb,elliottwilliams,pr,2,514
yonaskolb,ainopara,pr,2,510
yonaskolb,BalestraPatrick,pr,2,507
yonaskolb,rpassis,pr,2,506
ellneal,rpassis,pr,2,506
yonaskolb,rpassis,pr,2,506
yonaskolb,rpassis,pr,2,506
yonaskolb,rpassis,pr,2,506
ellneal,rpassis,pr,2,506
yonaskolb,rpassis,pr,2,506
yonaskolb,rpassis,pr,2,506
yonaskolb,rpassis,pr,2,506
yonaskolb,rpassis,pr,2,506
yonaskolb,rpassis,pr,2,506
yonaskolb,rpassis,pr,2,506
yonaskolb,rpassis,pr,2,506
yonaskolb,lukewakeford,pr,2,500
yonaskolb,lukewakeford,pr,2,500
yonaskolb,lukewakeford,issue,2,499
yonaskolb,lukewakeford,issue,2,499
yonaskolb,corysullivan,issue,2,498
yonaskolb,pvinis,issue,2,494
yonaskolb,pvinis,issue,2,494
yonaskolb,pvinis,issue,2,494
yonaskolb,rpassis,pr,2,492
yonaskolb,rpassis,pr,2,492
yonaskolb,nickdowell,issue,2,491
rpassis,ellneal,pr,2,489
yonaskolb,ellneal,pr,2,489
brentleyjones,ellneal,pr,2,489
danielwilliamson,ellneal,pr,2,489
DrewKiino,ellneal,pr,2,489
AlexisQapa,yonaskolb,issue,2,488
rpassis,yonaskolb,issue,2,488
rpassis,yonaskolb,issue,2,488
yonaskolb,monowerker,pr,2,487
yonaskolb,AlexisQapa,issue,2,485
yonaskolb,AlexisQapa,issue,2,485
sassiwalid,AlexisQapa,issue,2,485
yonaskolb,AlexisQapa,issue,2,485
yonaskolb,ksulliva,pr,2,482
yonaskolb,ksulliva,issue,2,481
icanswiftabit,ksulliva,issue,2,481
yonaskolb,ksulliva,issue,2,481
yonaskolb,ksulliva,issue,2,481
yonaskolb,Beniamiiin,pr,2,480
ryohey,yonaskolb,issue,2,479
Alex293,yonaskolb,issue,2,479
rastersize,yonaskolb,issue,2,478
DrewKiino,yonaskolb,issue,2,478
yonaskolb,johndpope,issue,2,475
yonaskolb,corysullivan,issue,2,474
yonaskolb,johndpope,issue,2,473
yonaskolb,johndpope,pr,2,472
yonaskolb,johndpope,pr,2,471
yonaskolb,johndpope,pr,2,471
keith,johndpope,issue,2,470
yonaskolb,johndpope,issue,2,470
rarabass,johndpope,issue,2,470
freddy5566,AlexisQapa,issue,2,467
yonaskolb,AlexisQapa,issue,2,467
freddy5566,AlexisQapa,issue,2,467
yonaskolb,raptorxcz,pr,2,466
yonaskolb,raptorxcz,pr,2,465
yonaskolb,raptorxcz,pr,2,465
Alex293,raptorxcz,pr,2,465
yonaskolb,raptorxcz,pr,2,465
yonaskolb,Alex293,issue,2,462
AlexisQapa,Alex293,issue,2,462
yonaskolb,Alex293,issue,2,462
yonaskolb,raptorxcz,issue,2,460
toshi0383,giginet,pr,2,459
toshi0383,giginet,pr,2,459
brentleyjones,giginet,pr,2,459
yonaskolb,giginet,pr,2,459
yonaskolb,JFryer12,issue,2,458
kgellci,JFryer12,issue,2,458
kgellci,JFryer12,issue,2,458
yonaskolb,JFryer12,issue,2,458
kgellci,JFryer12,issue,2,458
yonaskolb,JFryer12,issue,2,458
brentleyjones,dwb357,pr,2,457
yonaskolb,VictorUrielP,issue,2,456
yonaskolb,joris1995,issue,2,455
yonaskolb,joris1995,issue,2,455
yonaskolb,keehun,issue,2,453
yonaskolb,keehun,issue,2,453
LinusU,keehun,issue,2,453
yonaskolb,keehun,issue,2,453
LinusU,keehun,issue,2,453
yonaskolb,keehun,issue,2,453
LinusU,keehun,issue,2,453
yonaskolb,twoCame,issue,2,451
brentleyjones,twoCame,issue,2,451
brentleyjones,twoCame,issue,2,451
yonaskolb,bryansum,pr,2,450
yonaskolb,bryansum,pr,2,450
yonaskolb,chenjunpu,issue,2,447
yonaskolb,chenjunpu,issue,2,447
ninjazoete,chenjunpu,issue,2,447
yonaskolb,esam091,issue,2,446
keith,esam091,issue,2,446
brentleyjones,esam091,issue,2,446
cmuphobk,esam091,issue,2,446
yonaskolb,menesh2,issue,2,445
yonaskolb,menesh2,issue,2,445
yonaskolb,menesh2,issue,2,445
yonaskolb,feischl97,issue,2,440
yonaskolb,DanEdgarTarget,issue,2,439
yonaskolb,DanEdgarTarget,issue,2,439
cremnet,DanEdgarTarget,issue,2,439
brentleyjones,samedson,issue,2,438
brentleyjones,samedson,issue,2,438
yonaskolb,samedson,issue,2,438
LinusU,samedson,issue,2,438
yonaskolb,Westacular,issue,2,436
liamnichols,Westacular,issue,2,436
yonaskolb,Westacular,issue,2,436
yonaskolb,hayatan,pr,2,429
yonaskolb,hayatan,pr,2,429
yonaskolb,hayatan,pr,2,429
yonaskolb,chenyunguiMilook,issue,2,428
yonaskolb,chenyunguiMilook,issue,2,428
yonaskolb,chenyunguiMilook,issue,2,428
yonaskolb,dflems,pr,2,427
yonaskolb,dflems,pr,2,427
yonaskolb,sbarow,issue,2,426
yonaskolb,sbarow,issue,2,426
yonaskolb,abeintopalo,issue,2,425
yonaskolb,samskiter,issue,2,424
MaxDesiatov,yonaskolb,pr,2,423
yonaskolb,sjepifanov,issue,2,421
yonaskolb,sjepifanov,issue,2,421
yonaskolb,menesh2,issue,2,420
yonaskolb,kastiglione,pr,2,417
brentleyjones,kastiglione,pr,2,416
lukewakeford,yonaskolb,pr,2,415
brentleyjones,yonaskolb,pr,2,415
lukewakeford,yonaskolb,pr,2,415
keith,yonaskolb,pr,2,412
keith,yonaskolb,pr,2,412
keith,yonaskolb,pr,2,412
keith,yonaskolb,pr,2,412
toshi0383,yonaskolb,pr,2,412
ryohey,yonaskolb,pr,2,412
toshi0383,yonaskolb,pr,2,412
toshi0383,yonaskolb,pr,2,412
keith,yonaskolb,pr,2,412
toshi0383,yonaskolb,pr,2,412
yonaskolb,alvarhansen,pr,2,411
ryohey,yonaskolb,issue,2,409
LinusU,yonaskolb,issue,2,409
brentleyjones,yonaskolb,issue,2,409
keith,yonaskolb,issue,2,409
keith,yonaskolb,issue,2,409
toshi0383,rastersize,issue,2,407
yonaskolb,rastersize,issue,2,407
yonaskolb,lukewakeford,issue,2,406
yonaskolb,lukewakeford,issue,2,406
yonaskolb,lukewakeford,issue,2,406
yonaskolb,lukewakeford,issue,2,406
yonaskolb,pepicrft,pr,2,404
keith,rafalszastok,issue,2,403
toshi0383,brentleyjones,pr,2,402
yonaskolb,brentleyjones,pr,2,402
yonaskolb,brentleyjones,pr,2,402
brentleyjones,toshi0383,pr,2,397
pepicrft,toshi0383,pr,2,397
yonaskolb,toshi0383,pr,2,397
kyleturner,ezegutierrez,issue,2,395
yonaskolb,ezegutierrez,issue,2,395
yonaskolb,vgorloff,pr,2,394
yonaskolb,vgorloff,issue,2,392
yonaskolb,vgorloff,issue,2,392
yonaskolb,fxcoudert,issue,2,391
brentleyjones,fxcoudert,issue,2,391
AndrewBennet,fxcoudert,issue,2,391
LinusU,fxcoudert,issue,2,391
AlexShtarbev,fxcoudert,issue,2,391
yonaskolb,fxcoudert,issue,2,391
pepicrft,fxcoudert,issue,2,391
AlexShtarbev,fxcoudert,issue,2,391
yonaskolb,fxcoudert,issue,2,391
LinusU,fxcoudert,issue,2,391
yonaskolb,fxcoudert,issue,2,391
LinusU,fxcoudert,issue,2,391
yonaskolb,Saik0s,issue,2,389
keith,yonaskolb,pr,2,388
pepicrft,yonaskolb,pr,2,388
brentleyjones,yonaskolb,pr,2,388
keith,yonaskolb,pr,2,388
brentleyjones,frankdilo,pr,2,387
brentleyjones,frankdilo,pr,2,387
brentleyjones,frankdilo,issue,2,386
brentleyjones,frankdilo,issue,2,386
johndpope,frankdilo,issue,2,386
johndpope,frankdilo,issue,2,386
yonaskolb,keehun,issue,2,385
DrewKiino,keehun,issue,2,385
jsorge,keehun,issue,2,385
brentleyjones,ethanjdiamond,issue,2,384
yonaskolb,ethanjdiamond,issue,2,384
michaelfransen,ethanjdiamond,issue,2,384
yonaskolb,brentleyjones,pr,2,383
yonaskolb,brentleyjones,pr,2,383
yonaskolb,brentleyjones,pr,2,383
yonaskolb,brentleyjones,pr,2,383
yonaskolb,brentleyjones,pr,2,383
keith,vgorloff,issue,2,379
yonaskolb,keith,issue,2,378
rebello95,keith,issue,2,378
rebello95,keith,issue,2,378
bryansum,keith,issue,2,378
yonaskolb,brentleyjones,issue,2,377
yonaskolb,brentleyjones,issue,2,377
brentleyjones,danicoello,issue,2,372
yonaskolb,danicoello,issue,2,372
brentleyjones,danicoello,issue,2,372
brentleyjones,danicoello,issue,2,372
brentleyjones,danicoello,issue,2,371
Lutzifer,danicoello,issue,2,371
